@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-V-R11,8,5,7,4,3,6,2,9,1,10,12'

@attribute alcohol numeric
@attribute density numeric
@attribute chlorides numeric
@attribute totalsulfur numeric
@attribute residualsugar numeric
@attribute citricacid numeric
@attribute freesulfur numeric
@attribute volacid numeric
@attribute pH numeric
@attribute fixedacid numeric
@attribute sulphates numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
9.8,0.99215,0.028,66,0.7,0.29,11,0.21,3.3,5.3,0.4,5
11.4,0.98993,0.023,89,1.25,0.28,3,0.27,2.95,7.1,0.3,4
9.8,0.99218,0.03,68,0.7,0.27,11,0.17,3.3,5.2,0.41,5
10.1,0.99555,0.038,196,7.8,0.3,67,0.25,3.1,7.7,0.5,5
9.8,0.99564,0.039,98,10.3,0.29,41,0.12,3.19,7,0.38,8
9.8,0.99564,0.039,98,10.3,0.29,41,0.12,3.19,7,0.38,8
10.6,0.99576,0.022,111,8.7,0.3,14,0.3,3.11,7.2,0.61,5
9.3,0.99601,0.037,173,8.3,0.46,49,0.26,3.17,6.8,0.47,5
14,0.98713,0.016,150,1.2,0.31,39,0.33,3.33,4.9,0.59,8
11,0.99308,0.026,107,8.3,0.28,27,0.29,3.36,5.1,0.37,6
9,0.9929,0.042,108,1.8,0.25,8,0.28,3.08,6,0.55,5
10,0.99471,0.044,101,1.6,0.22,17,0.2,3.37,7.2,0.53,5
9,0.9929,0.041,109,1.8,0.25,9,0.27,3.08,6.1,0.54,5
9,0.9929,0.042,108,1.8,0.25,8,0.28,3.08,6,0.55,5
12.4,0.99037,0.036,79,2.9,0.3,25,0.29,3.29,6.4,0.6,7
11.3,0.99304,0.042,123,6,0.24,28,0.35,3.14,7.4,0.44,5
11.7,0.98986,0.031,94,1.1,0.3,37,0.12,3.01,6.4,0.56,6
10,0.99471,0.044,101,1.6,0.22,17,0.2,3.37,7.2,0.53,5
13.2,0.98951,0.016,90,5.45,0.26,26,0.4,2.84,7.3,0.54,7
11,0.99634,0.04,114,14.05,0.34,41,0.11,3.07,7.7,0.59,7
10.6,0.99362,0.044,128,1.3,0.24,38,0.19,3.77,5.8,0.6,5
9,0.99835,0.051,118,14.9,0.3,33,0.23,3.04,6.6,0.54,6
9,0.99835,0.051,118,14.9,0.3,33,0.23,3.04,6.6,0.54,6
9.9,0.99286,0.05,112,1.7,0.24,10,0.26,3.11,7.3,0.43,5
10.4,0.99296,0.039,128,5.6,0.22,31,0.22,3.12,6.3,0.46,6
9.9,0.9954,0.056,110,7.1,0.4,50,0.19,3.06,7.5,0.52,6
11,0.9914,0.045,162,1.2,0.33,71,0.14,3.07,8,0.47,6
12.1,0.99286,0.026,124,9.6,0.39,34,0.32,3.18,6.8,0.35,6
9.7,0.99604,0.044,131,11.4,0.2,45,0.23,2.96,6.6,0.51,6
9.7,0.99604,0.044,131,11.4,0.2,45,0.23,2.96,6.6,0.51,6
12.2,0.99119,0.034,123,7.9,0.26,39,0.36,2.99,6.7,0.3,7
12.4,0.99007,0.016,113,5,0.42,31,0.38,3.15,6.1,0.31,7
10.5,0.99507,0.033,97,11.1,0.28,30,0.23,3.03,8.5,0.39,7
10.4,0.99596,0.05,213,8,0.31,29,0.2,3.28,7,0.57,6
12,0.99011,0.029,180,3.8,0.32,48,0.26,3.15,6,0.34,6
10.9,0.99469,0.039,115,10.2,0.28,29,0.18,3.11,6.7,0.45,7
10.9,0.99406,0.039,113,9.8,0.28,29,0.18,3.11,6.8,0.45,7
11,0.99096,0.036,184,1.1,0.32,74,0.16,3.22,6.2,0.41,6
12.6,0.98956,0.032,178,4.5,0.32,58,0.27,3.45,5,0.31,7
11.6,0.9921,0.034,152,6.3,0.28,45,0.37,3.29,6.3,0.46,7
10.5,0.99496,0.038,130,10.9,0.27,29,0.2,3.11,6.6,0.44,7
12.5,0.9888,0.037,119,0.8,0.34,42,0.28,3.03,6.6,0.37,6
12.1,0.98942,0.034,111,0.8,0.36,32,0.35,3.11,6.5,0.5,8
13.3,0.98802,0.025,112,1.3,0.3,18,0.32,3.07,6,0.64,7
10.9,0.99406,0.039,113,9.8,0.28,29,0.18,3.11,6.8,0.45,7
10.9,0.99469,0.039,115,10.2,0.28,29,0.18,3.11,6.7,0.45,7
10.5,0.99496,0.038,130,10.9,0.27,29,0.2,3.11,6.6,0.44,7
11.6,0.9921,0.034,152,6.3,0.28,45,0.37,3.29,6.3,0.46,7
11.4,0.99305,0.034,103,6.3,0.31,17,0.19,3.15,7.2,0.52,7
11,0.99074,0.034,111,1.2,0.36,26,0.18,3.16,6.3,0.51,6
12.1,0.98968,0.037,156,0.9,0.36,40,0.3,3.08,6.9,0.36,6
13,0.9887,0.03,173,3.7,0.33,54,0.3,3.36,5,0.3,7
8.8,0.99941,0.054,221,18.1,0.5,50,0.2,2.94,6.5,0.64,6
9.5,0.99388,0.061,218,1.35,0.31,30.5,0.25,3.16,6.7,0.53,5
11.8,0.99206,0.029,105,5.5,0.36,30,0.22,3.2,6.6,0.47,6
12.2,0.99035,0.026,93,3.1,0.37,29,0.25,3.14,6.8,0.45,6
10.7,0.99581,0.042,105,12.85,0.37,36,0.13,3.05,7,0.55,6
11,0.9976,0.04,67,19.8,0.34,12,0.45,3.07,7,0.38,6
12,0.99016,0.035,135,3.8,0.3,57,0.34,3.09,5.9,0.34,6
11.9,0.99176,0.037,121,6.9,0.31,33,0.22,3.02,6.8,0.39,8
11.4,0.99362,0.02,104,8.25,0.3,14,0.32,2.99,7.2,0.44,6
11.8,0.99439,0.029,46,11.7,0.35,3,0.32,3.02,8.4,0.34,6
10.6,0.99458,0.046,88,4.6,0.29,6,0.27,3.34,6.8,0.48,4
9.7,0.99418,0.05,133,4,0.21,24,0.74,3.06,8,0.38,5
11,0.9976,0.04,67,19.8,0.34,12,0.45,3.07,7,0.38,6
10.7,0.99581,0.042,105,12.85,0.37,36,0.13,3.05,7,0.55,6
11,0.99178,0.045,152,1.2,0.29,69,0.22,3.76,5.4,0.63,7
10.4,0.99578,0.035,150,11.7,0.22,44,0.32,3.1,7.4,0.45,5
10.5,0.99546,0.05,138,6.2,0.37,21,0.18,3.2,7.5,0.55,6
12,0.99518,0.024,142,14.8,0.29,22,0.47,3.12,7.1,0.48,8
12,0.99518,0.024,142,14.8,0.29,22,0.47,3.12,7.1,0.48,8
10.9,0.99264,0.036,92,1.6,0.46,15,0.14,3.37,6.7,0.49,5
9.4,0.99604,0.042,156,8.4,0.47,36,0.25,3.15,6.9,0.55,6
10.4,0.99489,0.054,189,3.5,0.34,26,0.29,3.42,6.8,0.58,5
9.4,0.99884,0.037,170,17.2,0.42,57,0.33,3.26,6.3,0.57,6
11.3,0.99054,0.027,104,2.1,0.45,43,0.23,3.02,6.5,0.52,6
8.8,0.99782,0.044,196,12.2,0.29,59,0.27,3.14,6.3,0.4,6
10.8,0.99519,0.045,130,11.8,0.37,58,0.2,3.2,6.3,0.35,5
9.4,0.99884,0.037,170,17.2,0.42,57,0.33,3.26,6.3,0.57,6
10.3,0.99666,0.044,144,14.7,0.3,15,0.27,3.12,6,0.53,6
9.9,0.99324,0.034,99,5.5,0.26,21,0.12,3.09,5.7,0.57,6
11.9,0.9908,0.041,167,1.2,0.53,42,0.18,3.11,7.7,0.44,5
11.7,0.99067,0.023,132,1.3,0.43,33,0.17,3.11,7.1,0.56,6
9.4,0.99711,0.126,199,8.7,0.38,49,0.33,2.98,7.5,0.57,5
9.6,0.99452,0.039,272,1.7,0.24,138.5,0.255,3.53,6.2,0.53,4
9.4,0.99711,0.126,199,8.7,0.38,49,0.33,2.98,7.5,0.57,5
10.4,0.9945,0.043,175,10.2,0.66,78,0.2,2.98,5.6,0.43,7
9.5,0.99427,0.042,102,4.5,0.36,26,0.17,3.09,7.6,0.47,5
11.9,0.99152,0.036,73,5.9,0.31,7,0.15,3.2,5.8,0.43,6
13.4,0.98876,0.016,55,1.4,0.41,6,0.28,3.16,6.9,0.4,5
12.7,0.99174,0.026,114,5.4,0.37,27,0.27,3.13,7.2,0.84,5
9.1,0.99572,0.045,208,7.9,0.38,54,0.25,3.17,6.2,0.46,5
10.5,0.99184,0.026,58,1.1,0.48,23,0.19,2.9,8.5,0.5,6
10.4,0.99454,0.046,176,7,0.54,58,0.25,3.19,6.2,0.7,5
10.4,0.99454,0.046,176,7,0.54,58,0.25,3.19,6.2,0.7,5
12.5,0.99164,0.03,110,7.6,0.43,30,0.28,3.08,6.8,0.59,8
10.4,0.99454,0.046,176,7,0.54,58,0.25,3.19,6.2,0.7,5
9,0.99778,0.038,183,12.3,0.8,77,0.21,2.95,7.4,0.48,5
10.7,0.99205,0.033,142,1.2,0.42,29,0.28,3.17,7.3,0.43,4
12.4,0.98962,0.033,111,2.3,0.38,28,0.18,3.16,6.1,0.49,6
12.5,0.99118,0.029,76,6.1,0.43,6,0.53,3.08,7,0.5,8
12.1,0.99274,0.028,82,10.2,0.38,20,0.36,3.1,6.5,0.43,7
12,0.99052,0.039,122,2.9,0.41,48,0.24,3.25,6.7,0.43,5
10.4,0.99546,0.042,141,8.5,0.33,29,0.25,3.28,6.6,0.6,5
8.6,0.9942,0.039,115,3.1,0.3,24,0.28,3.05,6.3,0.43,5
9.1,0.99572,0.045,208,7.9,0.38,54,0.25,3.17,6.2,0.46,5
12.1,0.99022,0.028,91,3.5,0.35,35,0.28,2.96,7.1,0.33,5
12,0.99253,0.032,125,4.9,0.34,9,0.35,3.32,6.6,0.81,5
11.9,0.9903,0.029,102,1.2,0.51,10,0.35,3.46,6,0.42,6
13.7,0.98906,0.024,94,4.5,0.32,28,0.31,3.25,5.8,0.52,7
11.3,0.99146,0.03,78,2.6,0.35,33,0.17,3.22,6.6,0.72,6
10.5,0.9951,0.036,88,9.9,0.4,24,0.23,3.02,8.5,0.42,6
10.1,0.995,0.041,201,9.5,0.34,38,0.2,3.14,6.1,0.44,3
11.3,0.99146,0.03,78,2.6,0.35,33,0.17,3.22,6.6,0.72,6
9.5,0.99592,0.04,183,11.2,0.47,61,0.28,3.12,6.3,0.51,6
11.4,0.99129,0.043,152,3.2,0.52,28,0.27,3.02,7.6,0.53,6
11.9,0.99064,0.045,118,2.3,0.45,40,0.25,3.16,7,0.48,7
10,0.99368,0.032,18,4.9,0.49,3,0.24,2.85,9.7,0.54,6
10,0.99368,0.032,18,4.9,0.49,3,0.24,2.85,9.7,0.54,6
11.3,0.99121,0.034,102,1.4,0.39,19,0.13,3.23,6.8,0.6,7
10.7,0.99176,0.028,124,4.3,0.51,57,0.14,2.91,6.7,0.54,7
10.9,0.99432,0.038,84,10.9,0.34,25,0.26,3.11,7,0.34,6
10.2,0.99366,0.04,113,7,0.26,18,0.29,3.17,6.5,0.38,6
11.9,0.99064,0.045,118,2.3,0.45,40,0.25,3.16,7,0.48,7
11.2,0.99126,0.045,159,2.6,0.51,26,0.26,3,7.7,0.5,6
10.6,0.99252,0.047,169,2.5,0.49,31,0.25,3.07,7.7,0.57,6
10.4,0.99513,0.054,203,4.5,0.36,31,0.3,3.4,6.9,0.57,4
11.9,0.99045,0.033,111,2.2,0.46,19,0.24,3.1,6.7,0.62,6
10.4,0.99305,0.043,129,1.6,0.34,24,0.23,3.12,7.6,0.7,5
9.2,0.99888,0.052,126,17.3,0.39,22,0.24,3.11,6.5,0.47,6
11.3,0.99182,0.04,117,4.2,0.32,37,0.17,3.24,6.3,0.43,6
11.3,0.99182,0.04,117,4.2,0.32,37,0.17,3.24,6.3,0.43,6
11,0.9913,0.034,89,2.5,0.37,35,0.21,3.25,6.7,0.5,7
11.9,0.99,0.036,98,1.9,0.39,41,0.23,3.19,6.5,0.43,7
10.8,0.9897,0.027,21,0.8,0.37,3,0.19,3.09,5.9,0.31,5
9.1,0.99586,0.049,206,8,0.42,53,0.25,3.16,6.2,0.47,6
12.9,0.98892,0.03,103,1.7,0.27,31,0.18,3.35,5.6,0.37,6
12.2,0.99156,0.037,86,5.5,0.22,10,0.18,3.46,5.5,0.44,5
9.2,0.99888,0.052,126,17.3,0.39,22,0.24,3.11,6.5,0.47,6
11,0.99322,0.059,128,6.9,0.37,47,0.17,3.08,7.2,0.46,7
11,0.99296,0.043,98,2.1,0.38,10,0.3,3.17,7.6,0.65,5
11.7,0.99098,0.039,100,2.2,0.21,31,0.24,3.69,5,0.62,6
12,0.98972,0.039,122,1.5,0.38,37,0.21,3.2,6.1,0.43,6
12.7,0.98964,0.047,148,2.5,0.38,30,0.33,3.17,6.5,0.43,6
8.8,0.99918,0.061,198,17.6,0.26,59,0.35,3.11,6.3,0.49,5
12.8,0.99008,0.034,121,2.9,0.35,38,0.25,3.19,6.6,0.4,6
11.2,0.992,0.043,114,4.8,0.33,45,0.16,3.18,6.5,0.44,6
11.2,0.99026,0.04,103,0.9,0.27,52,0.19,3.5,5.6,0.39,5
11.1,0.9906,0.051,135,1.3,0.39,42,0.25,3.23,6.2,0.4,6
10.8,0.99293,0.042,115,6.4,0.43,34,0.22,3.05,6.9,0.51,6
9.3,0.99658,0.045,126,4.3,0.29,33,0.19,3.18,6.2,0.42,6
12.7,0.9911,0.038,34,8.1,0.32,9,0.33,3.22,5.9,0.36,7
12,0.9904,0.045,140,1.3,0.5,35,0.17,3.16,7.8,0.4,6
11.2,0.99026,0.04,103,0.9,0.27,52,0.19,3.5,5.5,0.39,5
8.8,0.99946,0.039,130,17.2,0.36,37,0.23,3.23,6.2,0.43,6
8.8,0.99946,0.039,130,17.2,0.36,37,0.23,3.23,6.2,0.43,6
8.8,0.99946,0.039,130,17.2,0.36,37,0.23,3.23,6.2,0.43,6
8.8,0.99946,0.039,130,17.2,0.36,37,0.23,3.23,6.2,0.43,6
10.4,0.99568,0.038,154,8.7,0.4,45,0.32,3.2,7.2,0.47,6
8.8,0.99946,0.039,130,17.2,0.36,37,0.23,3.23,6.2,0.43,6
12.3,0.98994,0.029,88,3.7,0.33,30,0.29,3.25,5.8,0.42,6
12.6,0.99075,0.03,109,2.2,0.38,40,0.4,3.27,7.2,0.46,6
12,0.99212,0.02,133,7.4,0.34,38,0.39,3.18,6.8,0.44,7
9.5,0.99684,0.033,124,15.1,0.42,28,0.17,2.87,6.1,0.47,5
12,0.99212,0.02,133,7.4,0.34,38,0.39,3.18,6.8,0.44,7
10.5,0.99456,0.042,130,7.9,0.32,30,0.19,3.4,6.9,0.39,6
12.9,0.98865,0.023,80,1,0.46,6,0.34,3.15,6.5,0.54,6
9.5,0.99684,0.033,124,15.1,0.42,28,0.17,2.87,6.1,0.47,5
12,0.99212,0.02,133,7.4,0.34,38,0.39,3.18,6.8,0.44,7
11.9,0.99222,0.024,198,4.6,0.36,20,0.3,3.06,7.8,0.66,6
12,0.99022,0.037,123,1.4,0.52,32,0.68,3.24,6.1,0.45,6
12.5,0.99076,0.031,133,6.2,0.37,42,0.34,3.25,5.2,0.41,6
12.1,0.99144,0.034,118,6.1,0.4,36,0.28,3.21,5.6,0.43,7
10.7,0.99126,0.036,147,0.9,0.46,63,0.17,3.02,7.6,0.41,6
12,0.99044,0.048,87,2.3,0.39,24,0.2,2.94,7.3,0.35,6
12.4,0.99123,0.036,124,7.5,0.34,39,0.33,2.99,6.7,0.32,8
12.4,0.9916,0.038,125,8.6,0.35,37,0.36,3,6.9,0.32,8
12,0.99044,0.048,87,2.3,0.39,24,0.2,2.94,7.3,0.35,6
10.5,0.9931,0.05,154,7.1,0.22,44,0.41,3.3,5.6,0.4,5
9.5,0.99422,0.051,98,4.3,0.35,23,0.15,3.1,7.6,0.44,6
10.5,0.99194,0.046,106,1.1,0.4,31,0.2,3,8.5,0.35,4
12.3,0.98926,0.027,90,1,0.38,31,0.24,3.24,6.5,0.36,6
11.9,0.99306,0.025,107,7.9,0.37,38,0.16,2.93,8.3,0.37,6
9.8,0.99164,0.038,131,1,0.33,23,0.12,3.25,5.5,0.45,5
12.3,0.98926,0.027,90,1,0.38,31,0.24,3.24,6.5,0.36,6
11.4,0.98988,0.04,76,1,0.41,17,0.1,3.14,6.2,0.56,7
11,0.99268,0.041,115,7.3,0.4,49,0.21,3.21,6.5,0.43,6
10.8,0.99373,0.046,70,1.7,0.59,10,0.3,3.06,8.7,0.56,4
12.8,0.98939,0.027,125,1.3,0.37,42,0.18,3.24,6.7,0.37,7
10.2,0.99196,0.035,148,1.8,0.33,42,0.19,3.15,6.6,0.36,5
11.6,0.9911,0.037,146,3.8,0.44,49,0.24,3.06,7.6,0.37,6
11.9,0.99306,0.025,107,7.9,0.37,38,0.16,2.93,8.3,0.37,6
11,0.99111,0.036,89,1.2,0.32,7,0.16,3.26,5.7,0.48,5
11,0.99326,0.044,127,9.1,0.38,35,0.22,2.97,6.4,0.3,7
12,0.99214,0.032,121,6.3,0.4,40,0.21,3.18,6.8,0.53,7
12.5,0.99124,0.027,126,6.5,0.44,47,0.34,2.96,7.9,0.37,6
12.8,0.98915,0.022,97,2.4,0.34,34,0.42,3.22,5.6,0.38,7
11,0.99326,0.044,127,9.1,0.38,35,0.22,2.97,6.4,0.3,7
12.4,0.991,0.033,156,5,0.36,28,0.45,3.11,6.8,0.4,7
10.8,0.99402,0.045,164,1.6,0.24,39,0.25,3.53,6.8,0.58,5
9,0.99458,0.053,106,5,0.23,29,0.33,3.13,5.8,0.52,5
12,0.99452,0.043,154,12.4,0.44,52,0.3,3.04,8.2,0.33,6
11.8,0.99033,0.041,131,0.95,0.32,23,0.24,3.25,6.4,0.35,5
11.5,0.99057,0.104,54,1,0.33,20,0.14,3.19,7.1,0.64,6
11.1,0.99127,0.044,111,1.3,0.46,48,0.13,2.97,7.2,0.45,5
9.9,0.9927,0.142,111,2.5,0.25,8,0.29,3,6.5,0.44,4
12.8,0.98938,0.036,92,2.6,0.31,37,0.35,3.27,6.2,0.53,7
12.9,0.99001,0.102,76,2.1,0.53,19,0.38,2.93,9,0.57,5
12.9,0.99386,0.034,74,12.75,0.38,8,0.24,3.1,6.6,0.57,6
12,0.9899,0.037,115,1.1,0.34,41,0.16,3.01,6.6,0.68,6
12,0.99452,0.043,154,12.4,0.44,52,0.3,3.04,8.2,0.33,6
13.3,0.98916,0.041,86,2.65,0.4,35,0.33,3.11,6.6,0.39,7
9.9,0.99276,0.046,125,2.5,0.3,38,0.2,3.34,5.7,0.5,6
9.5,0.99586,0.055,192,8.2,0.37,52,0.27,3.11,6.8,0.52,6
11,0.99158,0.047,119,1.1,0.26,42,0.2,3.48,6.2,0.6,7
9.4,0.99548,0.056,150,6.6,0.57,60,0.13,2.96,6.7,0.43,6
11.5,0.99206,0.038,107,7,0.37,27,0.21,2.98,6.8,0.82,6
12.5,0.99412,0.038,79,14.5,0.32,6,0.31,3.14,6.7,0.34,5
11.9,0.99364,0.035,93,11.8,0.29,21,0.2,3.18,6.2,0.34,6
10.4,0.99338,0.054,141,3,0.34,22,0.25,3.26,6.6,0.47,6
11.2,0.9913,0.045,151,3.7,0.28,57,0.15,3.22,5.7,0.27,6
12.5,0.99123,0.035,141,6,0.39,44,0.22,3.11,6.9,0.33,6
11,0.99216,0.039,147,4.6,0.35,43,0.23,3.18,6.4,0.4,7
12.3,0.99031,0.034,99,3.3,0.24,29,0.34,3.1,6.6,0.4,7
11,0.9908,0.036,113,1,0.42,29,0.16,3.18,6.4,0.52,6
12.6,0.98871,0.036,113,1.1,0.42,19,0.3,3.1,5.8,0.46,7
12.3,0.99031,0.034,99,3.3,0.24,29,0.34,3.1,6.6,0.4,7
9.8,0.99328,0.059,115,2.5,0.29,37,0.27,3.09,7.6,0.37,5
11,0.99216,0.039,147,4.6,0.35,43,0.23,3.18,6.4,0.4,7
11.3,0.99162,0.043,131,4.2,0.45,52,0.13,3.06,6.7,0.54,6
9.9,0.99632,0.043,173,11.3,0.37,64,0.24,3.08,6.7,0.53,6
11.8,0.9905,0.029,100,4.2,0.16,37,0.3,3.3,5.3,0.36,8
11.4,0.99177,0.042,201,2.2,0.4,54,0.38,3.03,7.1,0.5,5
9.2,0.9986,0.045,193,14.5,0.31,39,0.19,3.1,7.4,0.5,6
9.2,0.9986,0.045,193,14.5,0.31,39,0.19,3.1,7.4,0.5,6
9.2,0.9986,0.045,193,14.5,0.31,39,0.19,3.1,7.4,0.5,6
12.6,0.99026,0.03,92,3.6,0.31,36,0.26,3.22,6.5,0.62,8
8,0.99688,0.041,157,5.1,0.23,64,0.215,3.42,4.2,0.44,3
9.4,0.9976,0.061,214,9.2,0.36,42,0.38,3.31,6.6,0.56,5
10.2,0.99166,0.044,115,1.8,0.29,21,0.15,3.1,6.4,0.38,5
12,0.99184,0.044,91,5.7,0.34,27,0.32,3.28,6.5,0.6,7
11.8,0.99074,0.038,118,1.9,0.32,40,0.23,3.32,6.4,0.53,7
10.9,0.99193,0.039,129,1.4,0.31,40,0.22,3.45,6.1,0.59,5
9.8,0.99226,0.043,99,0.9,0.02,32,0.48,3.14,6.5,0.47,4
12.2,0.99142,0.06,154,4.6,0.3,29,0.23,3.23,6.6,0.49,8
11.1,0.99091,0.057,125,1.4,0.25,21,0.16,3.23,6.4,0.44,7
11.4,0.99134,0.065,140,1.4,0.32,23,0.16,3.06,7.4,0.47,6
12.8,0.98964,0.051,127,2.3,0.3,20,0.32,3.13,6.5,0.52,6
10.1,0.99229,0.039,125,2.3,0.36,43,0.12,3.07,6.7,0.67,7
9.4,0.99396,0.184,168,4.4,0.14,35,0.2,2.93,6.6,0.45,6
10.9,0.9913,0.046,121,2.9,0.31,40,0.21,3.07,6.8,0.65,7
10.9,0.99126,0.047,122,2.8,0.31,40,0.23,3.06,6.8,0.64,7
9.4,0.99396,0.184,168,4.4,0.14,35,0.2,2.93,6.6,0.45,6
9.4,0.99562,0.044,196,8.2,0.42,60,0.28,3.14,6.6,0.48,5
11.4,0.99128,0.043,80,1,0.37,10,0.25,3.08,7.8,0.38,5
12.9,0.98896,0.044,73,2.9,0.33,21,0.12,3.17,5.6,0.32,8
9.4,0.99558,0.046,194,7,0.41,59,0.28,3.14,6.6,0.48,5
10.1,0.99338,0.043,113,1.5,0.28,19,0.25,3.38,7.3,0.56,6
9.4,0.99558,0.046,194,7,0.41,59,0.28,3.14,6.6,0.48,5
9.4,0.99562,0.044,196,8.2,0.42,60,0.28,3.14,6.6,0.48,5
9.2,0.99572,0.047,184,7.6,0.5,54,0.25,3.17,6.5,0.45,5
12.3,0.99146,0.029,105,8.7,0.32,31,0.32,3,6.8,0.34,7
11.4,0.99128,0.043,80,1,0.37,10,0.25,3.08,7.8,0.38,5
12.9,0.98896,0.044,73,2.9,0.33,21,0.12,3.17,5.6,0.32,8
12.3,0.99172,0.032,91,6.7,0.28,26,0.24,3.13,6.6,0.32,6
13.5,0.99012,0.032,93,5,0.34,36,0.22,3.27,6.3,0.36,7
12.8,0.98912,0.033,142,1.9,0.3,41,0.32,3.29,6,0.42,7
11,0.99395,0.037,208,8.5,0.29,124,0.24,2.9,9.4,0.38,3
10.6,0.99539,0.039,124,12.6,0.28,19,0.35,3.2,6.4,0.43,6
12.4,0.99129,0.039,96,5.2,0.27,35,0.46,3.16,6.7,0.44,7
12.9,0.98956,0.048,142,2.1,0.29,33,0.3,3.22,6.3,0.46,7
11.1,0.9916,0.047,152,1.1,0.29,67,0.19,3.54,6,0.59,7
12.9,0.98889,0.032,95,1.3,0.28,36,0.24,3.08,5.9,0.64,7
12.7,0.98853,0.036,74,1.2,0.37,19,0.18,3.09,5.8,0.49,7
12,0.98942,0.036,96,1.1,0.37,31,0.18,3.16,5.8,0.48,6
11.2,0.99266,0.043,105,8.3,0.32,32,0.32,3.24,5.6,0.47,6
12.4,0.98962,0.042,105,1.8,0.35,26,0.16,3.19,6.6,0.75,7
10.4,0.99168,0.047,148,1.4,0.28,48,0.21,3.5,5.1,0.49,5
10.4,0.9968,0.05,124,15.7,0.36,29,0.29,3.06,7.5,0.54,5
12.5,0.98995,0.039,105,1.8,0.3,30,0.26,3.48,5.7,0.52,7
12.6,0.99048,0.035,126,5,0.28,42,0.25,3.12,6.8,0.38,7
11,0.99091,0.049,112,1.4,0.34,36,0.21,3.02,6.7,0.5,6
10.1,0.99472,0.048,176,8.1,0.33,45,0.23,3.11,6.7,0.52,6
9.9,0.9934,0.047,146,5.7,0.22,42,0.165,3.18,5.1,0.55,6
11.4,0.99082,0.034,87,2.35,0.25,23,0.425,3.05,6.6,0.41,6
9.5,0.99784,0.048,189,13.65,0.29,52,0.38,3,6.9,0.6,6
10.9,0.99665,0.046,41,15.2,0.28,6,0.27,3.17,7.2,0.39,6
9.5,0.99422,0.05,98,4.6,0.27,23,0.17,3.08,7.6,0.47,6
12.6,0.98999,0.048,125,1.2,0.31,19,0.3,3.32,6.2,0.54,6
9.5,0.99422,0.05,98,4.6,0.27,23,0.17,3.08,7.6,0.47,6
11.1,0.99254,0.059,104,6.65,0.32,34,0.26,3.18,6.5,0.42,5
9.5,0.99782,0.048,189,13.55,0.28,51,0.36,3,6.9,0.6,7
9.5,0.99784,0.048,189,13.65,0.29,52,0.38,3,6.9,0.6,6
10.6,0.9952,0.058,188,9.8,0.24,64,0.18,3.13,6.8,0.51,6
10.6,0.99519,0.057,185,10.3,0.24,64,0.18,3.12,6.7,0.5,6
10.8,0.99384,0.055,157,6.7,0.21,43,0.16,3.15,6.6,0.52,6
9.9,0.99596,0.047,101,9.9,0.27,26,0.17,3.34,6.4,0.5,6
11.3,0.9935,0.06,132,7.2,0.28,41,0.22,3.08,7.2,0.59,6
12.6,0.98862,0.034,90,1.1,0.28,47,0.22,3.22,6,0.38,6
12.5,0.99151,0.034,81,8.3,0.28,29,0.36,2.96,6.7,0.39,6
12.4,0.9922,0.032,87,11.25,0.28,31,0.43,3.02,6.5,0.38,6
12.2,0.99168,0.026,119,9.65,0.23,26,0.32,3.18,5.3,0.53,6
11.3,0.99356,0.033,97,12.2,0.33,25,0.22,3.17,6,0.42,7
12.5,0.99151,0.034,81,8.3,0.28,29,0.36,2.96,6.7,0.39,6
12.4,0.9922,0.032,87,11.25,0.28,31,0.43,3.02,6.5,0.38,6
11.3,0.99072,0.033,72,1.3,0.49,12,0.18,3.05,7.1,0.53,7
11.3,0.9935,0.06,132,7.2,0.28,41,0.22,3.08,7.2,0.59,6
12.6,0.98862,0.034,90,1.1,0.28,47,0.22,3.22,6,0.38,6
11.5,0.98954,0.033,67,1.1,0.26,38,0.2,3.14,6,0.38,6
12.3,0.99076,0.033,76,4.8,0.26,26,0.2,2.98,7.6,0.49,7
13.2,0.98794,0.033,114,1.4,0.25,30,0.29,3.08,6,0.43,6
10.2,0.99207,0.041,161,1.7,0.28,53,0.18,3.13,6.6,0.45,6
11.5,0.99355,0.039,117,10.6,0.28,32,0.22,3.05,7,0.55,7
11,0.99336,0.051,139,5.55,0.26,51,0.15,3.47,5.6,0.5,6
13.2,0.98882,0.034,121,2.1,0.24,49,0.28,2.98,6.9,0.43,7
10.2,0.99207,0.041,161,1.7,0.28,53,0.18,3.13,6.6,0.45,6
11.4,0.99174,0.05,189,1.8,0.25,51,0.4,3,7,0.55,6
12.5,0.99042,0.03,140,4.7,0.27,56,0.28,3.16,6.1,0.42,8
9.2,0.9984,0.046,221,11.3,0.49,87,0.36,3.01,7.6,0.43,5
12.1,0.99111,0.04,121,3.6,0.34,29,0.28,3.28,6.5,0.48,7
10.7,0.9933,0.045,125,6.9,0.35,51,0.19,3.1,6.9,0.44,7
12.1,0.99111,0.04,121,3.6,0.34,29,0.28,3.28,6.5,0.48,7
10.6,0.9946,0.044,179,6.95,0.3,42,0.23,3.25,6.8,0.56,6
12.5,0.99042,0.03,140,4.7,0.27,56,0.28,3.16,6.1,0.42,8
9.2,0.9984,0.046,221,11.3,0.49,87,0.36,3.01,7.6,0.43,5
